label,precision,recall,f1,benchmark,model_id,doc_id
Фамилия,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,5
Адрес регистрации.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,6
Адрес регистрации.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,6
Адрес регистрации.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,6
Должность на работе,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,6
Ежемесячный доход,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,6
ИНН,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,6
Имя,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,6
Место работы,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,6
Наличие кредитов/займов,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,6
Наличие недвижимости,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,6
Пол,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,6
Фамилия,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,6
Адрес регистрации.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Адрес регистрации.дом,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Адрес регистрации.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Адрес регистрации.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Адрес фактического проживания.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Адрес фактического проживания.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Адрес фактического проживания.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Адрес фактического проживания.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Адрес электронной почты,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Дата выдачи паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Дата рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
ИНН,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Имя,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Кем выдан паспорт,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Код подразделения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Количество иждивенцев,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Место работы,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Место рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Номер мобильного телефона,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Отчество,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Пол,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Серия и номер паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Стаж работы.лет,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Стаж работы.месяцев,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Фамилия,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,8
Адрес регистрации.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,9
Адрес регистрации.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,9
Адрес регистрации.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,9
ИНН,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,9
Имя,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,9
Код подразделения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,9
Наличие автомобиля,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,9
Пол,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,9
Фамилия,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,9
Адрес фактического проживания.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Адрес фактического проживания.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Адрес фактического проживания.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Адрес фактического проживания.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Адрес электронной почты,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Дата рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Должность на работе,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Ежемесячный доход,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
ИНН,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Кем выдан паспорт,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Код подразделения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Количество иждивенцев,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Место работы,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Место рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Наличие автомобиля,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Пол,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
СНИЛС,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Серия и номер паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Стаж работы.лет,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Стаж работы.месяцев,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Фамилия,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,10
Адрес регистрации.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Адрес регистрации.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Адрес регистрации.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Адрес регистрации.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Адрес фактического проживания.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Адрес фактического проживания.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Адрес фактического проживания.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Адрес фактического проживания.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Адрес электронной почты,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Год рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Должность на работе,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Ежемесячный доход,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
ИНН,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Имя,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Количество иждивенцев,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Место работы,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Место рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Наличие автомобиля,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Наличие недвижимости,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Отчество,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Пол,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
СНИЛС,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Семейное положение,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Серия и номер паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Фамилия,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,12
Адрес регистрации.город,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Адрес регистрации.дом,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Адрес регистрации.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Адрес регистрации.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Адрес фактического проживания.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Адрес фактического проживания.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Адрес фактического проживания.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Адрес фактического проживания.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Адрес электронной почты,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Дата выдачи паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Должность на работе,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
ИНН,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Имя,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Кем выдан паспорт,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Количество иждивенцев,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Место работы,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Наличие автомобиля,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Наличие недвижимости,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Пол,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
СНИЛС,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Семейное положение,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Серия и номер паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Стаж работы.лет,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Стаж работы.месяцев,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Фамилия,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,13
Гражданство,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,14
Дата рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,14
Код подразделения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,14
Место рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,14
Наличие недвижимости,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,14
Адрес регистрации.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Адрес регистрации.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Адрес регистрации.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Адрес регистрации.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Адрес фактического проживания.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Адрес фактического проживания.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Адрес фактического проживания.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Адрес фактического проживания.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Адрес электронной почты,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Имя,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Кем выдан паспорт,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Наличие автомобиля,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Наличие недвижимости,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Номер мобильного телефона,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Фамилия,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,15
Адрес регистрации.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Адрес регистрации.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Адрес регистрации.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Дата выдачи паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Имя,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Кем выдан паспорт,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Код подразделения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Наличие кредитов/займов,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Наличие недвижимости,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Отчество,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Пол,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
СНИЛС,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Серия и номер паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Фамилия,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,17
Год рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,18
Кем выдан паспорт,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,18
Код подразделения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,18
Количество иждивенцев,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,18
Наличие кредитов/займов,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,18
Отчество,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,18
Серия и номер паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,18
Фамилия,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,18
Адрес регистрации.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,19
Ежемесячный доход,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,19
Имя,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,19
Код подразделения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,19
Место рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,19
Наличие автомобиля,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,19
Наличие недвижимости,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,19
Пол,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,19
Серия и номер паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,19
Фамилия,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,19
Адрес регистрации.город,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Адрес регистрации.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Адрес регистрации.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Адрес регистрации.улица,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Год рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Должность на работе,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Ежемесячный доход,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Имя,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Количество иждивенцев,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Место рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Пол,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
СНИЛС,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Серия и номер паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Фамилия,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,20
Адрес фактического проживания.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Адрес фактического проживания.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Адрес фактического проживания.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Адрес фактического проживания.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Адрес электронной почты,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Год рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Дата выдачи паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
ИНН,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Имя,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Кем выдан паспорт,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Количество иждивенцев,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Место работы,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Место рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Наличие автомобиля,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Отчество,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
СНИЛС,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Семейное положение,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Серия и номер паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Фамилия,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,21
Адрес регистрации.город,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Адрес регистрации.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Адрес регистрации.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Адрес регистрации.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Адрес фактического проживания.город,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Адрес фактического проживания.дом,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Адрес фактического проживания.квартира,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Адрес фактического проживания.улица,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Адрес электронной почты,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Год рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Гражданство,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Дата выдачи паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Имя,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Кем выдан паспорт,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Код подразделения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Место работы,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Место рождения,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Наличие автомобиля,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Наличие кредитов/займов,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Наличие недвижимости,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Номер мобильного телефона,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Отчество,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Пол,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
СНИЛС,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Серия и номер паспорта,0.0,0.0,0.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
Фамилия,1.0,1.0,1.0,ru-bank-ie,Qwen/Qwen3-1.7B,22
